"Application Date","Record Number","Record Type","Address","Status","Project Name","Description","Expiration Date","Kiva Hist T #",
"05/21/2008","BPDK2008060017","Residential Pool Deck","6353 SE CANTERBURY LN, STUART FL 34997-8675","DONE",,"INSTALL CONCRETE PATIO  SLAB AROUND  EXISTING POOL",,"T104370",
"05/07/2008","BPDK2008050513","Residential Pool Deck","2056 NE RIVER CT, JENSEN BEACH FL 34957-6426","DONE",,"CONCRETE  POOL DECK (CHANGED FROM PAVERS TO CONCRETE ON 10-28-08 PER LYNN PALERMO) PERMIT RENEWED ON 02/10/2010",,"T103994",
"05/07/2008","BPDK2008050561","Residential Pool Deck","3680 SW WOOD CREEK TRL, PALM CITY FL 34990-2234","DONE",,"REPLACE EXISTING POOL DECK WITH BRICK PAVERS",,"T103990",
"04/25/2008","BPDK2008050243","Residential Pool Deck","701 SW STUART WEST BLVD, PALM CITY FL 34990-5939","DONE",,"REPLACE EXISTING POOL DECK WITH PAVERS",,"T103749",
"04/18/2008","BPDK2008070412","Residential Pool Deck","8360 SW CATTLEYA DR, STUART FL 34997","DONE",,"BRICK PAVER POOL DECK               YOUR TIE IN WILL HAVE TO SHOW THE ELE OF THE DECK / SETBACK FROM PROP LINE AND FROM CENTERLINE OF THE RIGHT OF WAY",,"T103566",
"04/10/2008","BPDK2008050098","Residential Pool Deck","5045 SW WHIPPOORWILL AVE, PALM CITY FL 34990-4052","DONE",,"INSTALL BRICK PAVERS OVER EXISTING POOL DECK",,"T103382",
"03/31/2008","BPDKT103148","Residential Pool Deck","10135 SE SANDPINE LN, HOBE SOUND FL 33455-4806","VOID",,"POOL DECK ONLY",,"T103148",
"03/31/2008","BPDK2008060313","Residential Pool Deck","9937 SE SANDPINE LN, HOBE SOUND FL 33455-4806","DONE",,"POOL DECK ONLY",,"T103147",
"03/28/2008","BPDK2008050046","Residential Pool Deck","1654 NW BRITT RD, STUART FL 34994-9215","DONE",,"POOL DECK ONLY",,"T103115",
"03/12/2008","BPDK2008030504","Residential Pool Deck","1943 NW 21ST TER, STUART FL 34994-8815","DONE",,"INSTALL POOL DECK.   PERMIT RENEWED ON 07/07/09 TIE-IN SURVEY SUBMITTED SHOWING ALL OF PAVERS INSTALLED",,"T102747",
"03/05/2008","BPDK2008030306","Residential Pool Deck","1100 SE BUTTONWOOD CIR, STUART FL 34997-7506","DONE",,"INSTALL SAND SET PAVER POOL DECK",,"T102608",
"03/04/2008","BPDK2008030043","Residential Pool Deck","13113 SE CLARK DR, HOBE SOUND FL 33455-7234","DONE",,"ADD 5' TO EXISTING POOL DECK",,"T102565",
"03/04/2008","BPDK2008030385","Residential Pool Deck","1849 NW RIVER TRL, STUART FL 34994-9467","DONE",,"POOL DECK ONLY",,"T102554",
"02/29/2008","BPDK2008040063","Residential Pool Deck","3192 SE FAIRWAY WEST, STUART FL 34997-6045","DONE",,"POOL DECK ONLY",,"T102510",
"02/20/2008","BPDK2008050051","Residential Pool Deck","485 SW SEA GREEN ST, PALM CITY FL 34990","DONE",,"INSTALL POOL DECK- PAVER",,"T102300",
"02/15/2008","BPDK2008020447","Residential Pool Deck","84 NE ELDERBERRY TER, JENSEN BEACH FL 34957-4655","DONE",,"INSTALL BRICK PAVER POOL DECK OVER EXISTING DECK  AND PAVER WALKWAY",,"T102233",
"02/07/2008","BPDK2008070382","Residential Pool Deck","10134 SE SANDPINE LN, HOBE SOUND FL 33455-4805","DONE",,"POOL DECK",,"T102053",
"01/29/2008","BPDK2008010531","Residential Pool Deck","1960 SW CRANE CREEK AVE, PALM CITY FL 34990-2218","DONE",,"REPLACE WOOD DECK WITH CONCRETE ON EXISTING POOL",,"T101880",
"01/25/2008","BPDK2008030222","Residential Pool Deck","2005 SE ST LUCIE BLVD, STUART FL 34996-5102","DONE",,"POOL DECK ONLY",,"T101785",
"01/25/2008","BPDK2008030247","Residential Pool Deck","NO ADDRESS","DONE","CANOPY CREEK/TUSCAWILLA: REC AREA","Pool Deck for the Canopy Creek/Tuscawilla Recreation area (club house)",,"T101778",
"01/23/2008","BPDK2008030606","Residential Pool Deck","9959 SE SANDPINE LN, HOBE SOUND FL 33455-4806","DONE",,"PERMIT RENEWED ON 02-22-12.  POOL DECK ONLY  BSWP# T101722 -  RENEWED 7-27-2010",,"T101724",
"01/23/2008","BPDK2008070488","Residential Pool Deck","942 SW FALCON ST, PALM CITY FL 34990-4041","DONE",,"pool deck only",,"T101712",
"01/16/2008","BPDK2008050112","Residential Pool Deck","4301 SW SUNDOWN LN, PALM CITY FL 34990-8728","DONE",,"AFTER THE FACT - POOL DECK ONLY - THIS IS MASTER FILE",,"T101547",
"01/10/2008","BPDK2008020004","Residential Pool Deck","6879 SE SOUTH MARINA WAY, STUART FL 34996-1994","DONE",,"INSTALL SAND SET PAVERS ON EXISTING POOL DECK",,"T101468",
"12/31/2007","BPDK2008110060","Residential Pool Deck","7200 SE MEDALIST PL, HOBE SOUND FL 33455","COND",,"PAVER POOL DECK",,"T101284",
"12/28/2007","BPDK2008020531","Residential Pool Deck","1510 NE DIXIE HWY, JENSEN BEACH FL 34957-6348","EXP",,"Pool deck only, pool permit 2007060429",,"T101267",
"12/12/2007","BPDK2008020453","Residential Pool Deck","10343 SE MARIGOLD CIR, HOBE SOUND FL 33455","DONE",,"POOL DECK ONLY",,"T101058",
"12/04/2007","BPDKT100895","Residential Pool Deck","18455 SE FEDERAL HWY, TEQUESTA FL 33469-1725","CNCL",,"POOL PAVER DECK ONLY",,"T100895",
"12/03/2007","BPDK2008010313","Residential Pool Deck","4567 SE CHELSEA CIR, STUART FL 34997-2344","DONE",,"POOL DECK ONLY - MASTER  #2007100596",,"T100869",
"11/16/2007","BPDK2008010369","Residential Pool Deck","NO ADDRESS","DONE",,"REPAIR POOL DECK ONLY",,"T100601",
"11/15/2007","BPDK2007120408","Residential Pool Deck","6313 SW BALD EAGLE DR","DONE","AFTER-THE-FACT","POOL DECK ONLY",,"T100572",
"11/15/2007","BPDK2008010070","Residential Pool Deck","6192 SE MORNING DOVE WAY, HOBE SOUND FL 33455-8024","DONE",,"POOL DECK ONLY",,"T100562",
"11/02/2007","BPDK2008030605","Residential Pool Deck","9980 SE SANDPINE LN, HOBE SOUND FL 33455-6398","DONE",,"POOL DECK ONLY",,"T100333",
"11/02/2007","BPDK2008010394","Residential Pool Deck","7380 SE MEDALIST PL, HOBE SOUND FL 33455","DONE",,"POOL DECK ONLY",,"T100332",
"10/29/2007","BPDK2007110412","Residential Pool Deck","UNADDRESSED, FL","DONE",,"COMMERCIAL - POOL DECK REPAIRS",,"T100191",
"10/25/2007","BPDK2007110529","Residential Pool Deck","3162 SW GOLDENGLOW DR, PALM CITY FL 34990","COND",,"POOL DECK ONLY",,"T100100",
"10/25/2007","BPDK2007110147","Residential Pool Deck","5393 SE SERENOA TER, HOBE SOUND FL 33455-8113","DONE",,"INSTALL BRICK PAVERS OVER EXISTING POOL DECK",,"T100087",
"10/22/2007","BPDK2007120362","Residential Pool Deck","10342 SE MARIGOLD CIR, HOBE SOUND FL 33455","DONE","AFTER-THE-FACT","AFTER THE FACT - PAVER POOL DECK",,"T100031",
"10/19/2007","BPDK2007110437","Residential Pool Deck","2448 SE HARRISON ST, STUART FL 34997-5653","DONE",,"INSTALL PAVER  POOL DECK",,"T99936",
"10/17/2007","BPDK2007110042","Residential Pool Deck","1395 NW PINE LAKE DR, STUART FL 34994-9434","DONE",,"POOL DECK ONLY",,"T99897",
"10/15/2007","BPDKT99802","Residential Pool Deck",,"VOID",,,,"T99802",
"10/05/2007","BPDK2008010300","Residential Pool Deck","6739 SE SOUTH MARINA WAY, STUART FL 34996-1993","DONE",,"POOL DECK WITH RETAINING WALL - MASTER IS T97258",,"T99628",
"10/05/2007","BPDK2007100440","Residential Pool Deck","3622 SW MASHIE CT, PALM CITY FL 34990-2225","DONE",,"POOL DECK - PAVERS OVER OLD CONCRETE",,"T99613",
"10/04/2007","BPDK2007100617","Residential Pool Deck","6399 SE MORNING DOVE WAY, HOBE SOUND FL 33455-8027","DONE",,"POOL DECK ONLY",,"T99602",
"09/28/2007","BPDKT99467","Residential Pool Deck",,"VOID",,,,"T99467",
"09/28/2007","BPDK2007100726","Residential Pool Deck","295 SW SQUIRE JOHNS LN, PALM CITY FL 34990-7820","DONE",,"PAVER DECK",,"T99455",
"09/24/2007","BPDK2007120175","Residential Pool Deck","609 NE LIMA VIAS, JENSEN BEACH FL 34957-6635","DONE","AFTER-THE-FACT","INSTALL POOL DECK",,"T99322",
"09/13/2007","BPDK2007090405","Residential Pool Deck","3745 SE DOUBLETON DR, STUART FL 34997-5629","DONE",,"REPLACE EXISTING BRICK PAVER POOL DECK & PATIOS",,"T99132",
"09/13/2007","BPDK2008040076","Residential Pool Deck","17159 SE LIMRICK CT, TEQUESTA FL 33469-1734","DONE",,"AFTER THE FACT - POOL DECK ONLY    THE AS BUILT SURVEY MUST SHOW THE SETBACKS TO ALL PROPERTY LINES FROM  CONCRETE / HARDSCAPE",,"T99105",
"09/12/2007","BPDK2007110351","Residential Pool Deck","4593 SW LONG BAY DR, PALM CITY FL 34990-8810","DONE",,"BRICK PAVER PATIO",,"T99071",
"09/11/2007","BPDK2008030116","Residential Pool Deck","18806 SE OLD TRAIL DR, JUPITER FL 33478","DONE",,"PAVER POOL DECK",,"T99046",
"09/10/2007","BPDK2007110230","Residential Pool Deck","1463 SE LEGACY COVE CIR, STUART FL 34997-7504","DONE",,"BRICK PAVER POOL DECK",,"T99022",
"08/24/2007","BPDKT98675","Residential Pool Deck",,"VOID",,,,"T98675",
"08/07/2007","BPDK2008080091","Residential Pool Deck","2602 SW 64TH CT, PALM CITY FL 34990-5500","DONE",,"POOL DECK ONLY - MASTER PLAN IS T97303",,"T98223",
"08/07/2007","BPDK2007090092","Residential Pool Deck","3251 SE ST LUCIE BLVD, STUART FL 34997","DONE",,"INSTALL CONCRETE POOL DECK",,"T98215",
"08/02/2007","BPDK2007080076","Residential Pool Deck","10200 SW TARZAN TER, PALM CITY FL 34990-6233","Closed-Certificate Issued",,,,"T98142",
"07/31/2007","BPDK2007080425","Residential Pool Deck","3843 NE BARBARA DR, JENSEN BEACH FL 34957-3878","DONE",,"POOL DECK",,"T98068",
"07/20/2007","BPDK2007080235","Residential Pool Deck","3000 NE SEWALLS LANDING WAY, FL","DONE",,"POOL DECK ONLY",,"T97822",
"07/19/2007","BPDKT97778","Residential Pool Deck","1801 SW TRAILSIDE PATH, STUART FL 34997","CNCL",,"POOL DECK ONLY - SEE POOL PLANS T96562",,"T97778",
"07/17/2007","BPDKT97675","Residential Pool Deck","5690 SW SUNSHINE FARMS WAY, PALM CITY FL 34990","VOID",,"Pool permit #2006100385",,"T97675",
"07/12/2007","BPDK2011010229","Residential Pool Deck","3408 SW RIVERS END WAY, PALM CITY FL 34990-7603","DONE",,"PAVER DECK",,"T97611",
"07/06/2007","BPDK2007110213","Residential Pool Deck","2200 SW PANTHER TRCE, STUART FL 34997","DONE",,"Paver pool deck/Patio WITH FOOTERS",,"T97449",
"06/19/2007","BPDK2007100718","Residential Pool Deck","322 SE EDGEWOOD DR, STUART FL 34996-4709","DONE",,"POOL DECK ONLY",,"T96984",
"06/15/2007","BPDKT96931","Residential Pool Deck","6399 SE MORNING DOVE WAY, HOBE SOUND FL 33455-8027","CNCL",,"Concrete pool deck  pool tracking number BSWP T96881",,"T96931",
"05/31/2007","BPDK2007060365","Residential Pool Deck","1899 NW RIVER TRL, STUART FL 34994-9467","DONE",,"INSTALL SAND SET BRICK PAVER PATIO AND POOL DECK OVER EXISTING",,"T96497",
"05/16/2007","BPDK2007060370","Residential Pool Deck","2069 SW 96TH ST","DONE",,"PAVER POOL DECK.",,"T96069",
"05/14/2007","BPDK2007060096","Residential Pool Deck","3633 SE MALIBU LN, STUART FL 34997-6921","Closed-CH 2019-45",,"POOL DECK",,"T95972",
"05/11/2007","BPDK2007060406","Residential Pool Deck","6084 SE ORANGE BLOSSOM TRL, HOBE SOUND FL 33455","DONE",,"NEW PAVER POOL DECK 900 SQ FT",,"T95949",
"05/09/2007","BPDK2007120127","Residential Pool Deck","7900 SW LOST RIVER RD, STUART FL 34997","DONE",,"COMMERCIAL SWIMMING POOL DECK MASTER T95854",,"T95855",
"05/08/2007","BPDK2007070303","Residential Pool Deck","2985 SW POND APPLE ST, PALM CITY FL 34990","DONE",,"Paver pool deck",,"T95848",
"05/08/2007","BPDK2007070302","Residential Pool Deck","2961 SW POND APPLE ST, PALM CITY FL 34990","DONE",,"Pavers for pool deck",,"T95847",
"05/02/2007","BPDK2008030537","Residential Pool Deck","1598 SE DOMINION WAY, STUART FL 34997","EXP",,"INSTALL PAVER POOL DECK  ATF",,"T95675",
"04/13/2007","BPDK2007050355","Residential Pool Deck","985 SE ST LUCIE BLVD, STUART FL 34996-1341","DONE",,"CONCRETE POOL DECK ONLY - NO FOOTERS",,"T95212",
"04/09/2007","BPDK2007050475","Residential Pool Deck","83 SW WATERCRESS WAY, STUART FL 34994-4845","DONE",,"INSTALL PAVER DECK",,"T95085",
"04/06/2007","BPDK2007040533","Residential Pool Deck","1350 NW LAKESIDE TRL, STUART FL 34994-9545","DONE",,"REPLACE EXISTING POOL DECK",,"T95028",
"04/05/2007","BPDK2007040424","Residential Pool Deck","18941 SE CASTLE RD, JUPITER FL 33458","DONE",,"INSTALL CONCRETE POOL DECK",,"T95019",
"04/03/2007","BPDK2007070510","Residential Pool Deck","3450 SE CROOKED CREEK CT, STUART FL 34997-5406","DONE",,"POOL DECK ONLY- POOL PERMIT T93453",,"T94923",
"03/28/2007","BPDK2007040647","Residential Pool Deck","3481 SW ISLESWORTH CIR, PALM CITY FL 34990-3169","DONE",,"INSTALL PAVERS ON CONCRETE",,"T94792",
"03/27/2007","BPDK2007030572","Residential Pool Deck","2067 NW PINE LAKE DR, STUART FL 34994-8822","DONE",,"REMOVE & REPLACE 160 SQ. FEET OF CONCRETE DECK",,"T94741",
"03/15/2007","BPDK2007030621","Residential Pool Deck","7222 SW QUIET RIVER CT, STUART FL 34997","DONE",,"BRICK PAVER POOL DECK",,"T94462",
"03/06/2007","BPDK2009100455","Residential Pool Deck","19137 SE FEDERAL HWY, TEQUESTA FL 33469-1711","DONE",,"COMMERCIAL POOL DECK",,"T94216",
"03/06/2007","BPDK2007040341","Residential Pool Deck","18101 SE FEDERAL HWY, TEQUESTA FL 33469-1741","DONE",,"POOL DECK- MASTER T93876",,"T94203",
"02/22/2007","BPDK2007030506","Residential Pool Deck","580 SW BAY POINTE CIR, PALM CITY FL 34990","DONE",,"POOL DECK ONLY",,"T93950",
"02/21/2007","BPDK2007040068","Residential Pool Deck","4545 NE OCEAN BLVD, JENSEN BEACH FL 34957-4333","DONE","KZASO","INSTALL PAVER POOL DECK MASTER T93864",,"T93919",
"02/16/2007","BPDK2007020394","Residential Pool Deck","5200 SW SAND AVE, REC AREA","DONE",,"COOPERLEAF CLUBHOUSE POOL DECK COPING SLAB",,"T93847",
"02/15/2007","BPDK2007030159","Residential Pool Deck","2475 SW MURANO PL","COND",,"COMMERCIAL -  POOL DECK ONLY     BSWP #T93564",,"T93818",
"02/09/2007","BPDK2007050004","Residential Pool Deck","7039 SE HARBOR CIR, STUART FL 34996-1923","DONE",,"PAVER POOL DECK",,"T93662",
"02/06/2007","BPDKT93587","Residential Pool Deck","1709 NW GOLDEN OAK TRL, FL","VOID",,"BRICK PAVER POOL DECK, RAT SLAB & FOOTER 12 X 8",,"T93587",
"02/05/2007","BPDK2007020629","Residential Pool Deck","5100 SW HAMMOCK CREEK DR, PALM CITY FL 34990-7906","EXP",,"POOL PAVER DECK",,"T93526",
"01/30/2007","BPDK2007020010","Residential Pool Deck","8201 SE CONSTITUTION BLVD, HOBE SOUND FL 33455-6049","DONE",,"REMOVE & REPLACE POOL DECK - Deck around clubhouse pool",,"T93414",
"01/25/2007","BPDK2007030120","Residential Pool Deck","941 SE MARTIN COVE PL, STUART FL 34997-7598","DONE",,"pool paver deck set in sand",,"T93311",
"01/23/2007","BPDK2007020110","Residential Pool Deck","5117 SW ANHINGA AVE, PALM CITY FL 34990-4003","DONE",,"REMOVE EXISTING WOOD DECK; REPLACE WITH CONCRETE",,"T93228",
"01/19/2007","BPDK2007020206","Residential Pool Deck","1814 NW SHORE TER, STUART FL 34994-9471","DONE",,"INSTALL BRICK PAVERS OVER EXISTING POOL DECK",,"T93178",
"01/19/2007","BPDK2007060183","Residential Pool Deck","3301 SW DUNKLIN AVE, OKEECHOBEE FL 34974-2148","DONE",,"POOL DECK",,"T93172",
"01/17/2007","BPDK2007010649","Residential Pool Deck","2291 SW RACQUET CLUB DR, PALM CITY FL 34990-2619","DONE",,"POOL DECK EXPANSION  -  SINGLE FAMILY RESIDENCE",,"T93113",
"01/09/2007","BPDK2007040123","Residential Pool Deck","8525 SE PINEHAVEN AVE, HOBE SOUND FL 33455","Closed-CH 2019-45",,"PAVER POOL DECK",,"T92901",
"01/09/2007","BPDK2007030337","Residential Pool Deck","8665 SE PINEHAVEN AVE, HOBE SOUND FL 33455","DONE",,"PERMIT RENEWED ON 02-21-13.",,"T92900",
"01/09/2007","BPDK2007040629","Residential Pool Deck","8605 SE PINEHAVEN AVE, HOBE SOUND FL 33455","DONE",,"PERMIT RENEWED 8/20/2014   CONCRETE POOL DECK",,"T92899",
"01/03/2007","BPDK2007010633","Residential Pool Deck","6235 SE MOSS RIDGE POINTE, HOBE SOUND FL 33455-6397","DONE",,"POOL DECK POOL PERMIT # 2005080871",,"T92773",
"12/15/2006","BPDKT92427","Residential Pool Deck","2368 NE GINGER TER, JENSEN BEACH FL 34957-6728","VOID",,"EXTENSION OF POOL DECK",,"T92427",
"11/30/2006","BPDK2007010195","Residential Pool Deck","4020 SE WHITICAR WAY, STUART FL 34997-6138","DONE",,"INSTALL BRICK PAVER POOL DECK WITH WALKWAY,ALSO PAVER PATIO IN FRONT.",,"T91940",
"11/08/2006","BPDK2007030097","Residential Pool Deck","18894 SE JUPITER INLET WAY, TEQUESTA FL 33469-1717","DONE",,"PAVER POOL DECK",,"T91448",
"11/08/2006","BPDK2007030096","Residential Pool Deck","18896 SE JUPITER INLET WAY, TEQUESTA FL 33469-1717","DONE",,"PAVER POOL DECK",,"T91447",
"10/27/2006","BPDK2006110111","Residential Pool Deck","8893 SE HAWKS NEST CT, HOBE SOUND FL 33455-8939","DONE",,"PAVER DECK  -  MASTER PERMIT T91178",,"T91179",
"10/27/2006","BPDK2006110173","Residential Pool Deck","5343 SE ACADIA TER, HOBE SOUND FL 33455-7890","DONE",,"POOL DECK EXTENSION  -  EXISTING POOL & DECK BSPW 2001020334",,"T91142",
"10/25/2006","BPDK2007030169","Residential Pool Deck","1310 SW COMMERCE WAY, STUART FL 34997-7205","Closed-CH 2019-45",,"COMMERCIAL -950 SQ FOOT DECK FOR DOG POOL",,"T91066",
"10/25/2006","BPDK2006110600","Residential Pool Deck","8105 SE ORCHARD TER, HOBE SOUND FL 33455-3975","DONE",,"ADD CONCRETE TO EXISTING POOL PATIO",,"T91064",
"10/24/2006","BPDK2007020644","Residential Pool Deck","4156 SW RIVERS END WAY, PALM CITY FL 34990-7611","DONE",,"PAVER POOL DECK WITH FOOTERS, FOOTER DETAIL IS ON SHEET 4A OF MASTER PERMIT #T90572",,"T91057",
"10/19/2006","BPDK2006100892","Residential Pool Deck","18588 SE OLD TRAIL DR W, JUPITER FL 33478-1818","DONE",,"WE INTEND TO CONSTRUCT A CONCRETE PAVER POOL DECK SET IN SAND BETWEEN THE HOUSE AND THE POOL.",,"T90938",
"10/17/2006","BPDK2006100759","Residential Pool Deck","708 SW LONG LAKE CT, PALM CITY FL 34990-2052","COND",,"CONCRETE POOL DECK ONLY- NO FOOTERS",,"T90805",
"10/12/2006","BPDK2006100634","Residential Pool Deck","9317 SE MYSTIC COVE TER, HOBE SOUND FL 33455-7741","DONE",,"INSTALL BRICK PAVERS ON EXISTING DECK",,"T90699",
"10/12/2006","BPDK2006110495","Residential Pool Deck","5305 SW LEEWARD LN, PALM CITY FL 34990-1205","DONE",,"POOL DECK  MASTER POOL T90344",,"T90695",
"09/25/2006","BPDK2006110328","Residential Pool Deck","4020 SE WHITICAR WAY, STUART FL 34997-6138","CNCL",,"POOL DECK EXTENSION -- THIS IS MASTER FILE",,"T90162",
"09/22/2006","BPDK2009110380","Residential Pool Deck","NO ADDRESS","DONE",,"BRICK PAVER POOL DECK",,"T90143",
"09/14/2006","BPDK2006090597","Residential Pool Deck","1921 SW PANTHER TRCE, STUART FL 34997","DONE",,"EXTEND EXISTING BRICK PAVER POOL DECK",,"T89876",
"09/11/2006","BPDKT89751","Residential Pool Deck","6313 SW BALD EAGLE DR","VOID",,"COMMERCIAL-- POOL DECK AND POOL BARRIER FENCE",,"T89751",
"08/28/2006","BPDK2006110175","Residential Pool Deck","5883 SE CROOKED OAK AVE, RECREATION","DONE",,"COMMERCIAL POOL PAVER DECK MASTER T89470",,"T89471",
"08/23/2006","BPDK2006090262","Residential Pool Deck","5711 SE GRAHAM DR, STUART FL 34997","DONE",,"INSTALL PAVER PATIO ON SAND AROUND POOL",,"T89365",
"08/18/2006","BPDKT89248","Residential Pool Deck","8522 SE ROYAL ST, HOBE SOUND FL 33455-2933","VOID",,"INSTALL SANDSET PAVER TO REMODEL POOL DECK",,"T89248",
"08/17/2006","BPDK2006120345","Residential Pool Deck","11431 SE PLANDOME DR, HOBE SOUND FL 33455-7903","DONE",,"paver pool deck with footer  pool permit number 2006010753",,"T89244",
"08/14/2006","BPDK2006080429","Residential Pool Deck","4669 SE BRIDGETOWN CT, STUART FL 34997-5596","Closed-Certificate Issued",,"Gate code 8282PERMIT RENEWED 1-28-19 (30 DAYS)ADD 8' X 18' CONCRETE PATIO TO POOL PATIO",,"T89091",
"07/27/2006","BPDK2006080691","Residential Pool Deck","8904 SW GALARDIA CT, STUART FL 34997","DONE",,"INSTALL BRICK PAVER POOL DECK, SAND SET PAVERS",,"T88496",
"07/25/2006","BPDK2006070771","Residential Pool Deck","6820 SE WINGED FOOT DR, STUART FL 34997-8619","Closed-CH 2019-45",,"INSTALL 1"" PAVERS OVER EXISTING CONCRETE POOL DECK AND SIDE PATIO.",,"T88416",
"07/24/2006","BPDK2006080565","Residential Pool Deck","8284 SE WOODMERE ST, HOBE SOUND FL 33455-4109","Closed-CH 2019-45",,"REMOVE AND REPLACE DECK FOOTERS",,"T88376",
"07/21/2006","BPDK2006070673","Residential Pool Deck","137 SW HATTERAS CT, PALM CITY FL 34990-4325","DONE",,"PAVER POOL DECK WITH FOOTERS",,"T88321",
"07/21/2006","BPDK2006070669","Residential Pool Deck","8113 SE SAND CRANE PL, HOBE SOUND FL 33455-3964","DONE",,"PAVER POOL DECK WITH FOOTERS",,"T88320",
"07/14/2006","BPDK2006080062","Residential Pool Deck","1179 SW DYER POINT RD, PALM CITY FL 34990-4201","DONE",,"POOL DECK",,"T88038",
"07/13/2006","BPDK2006080331","Residential Pool Deck","2652 SW BUENA VISTA DR, PALM CITY FL 34990-5449","DONE",,"POOL PAVER DECK ONLY.  POOL PERMIT # 2005080616.",,"T88024",
"07/12/2006","BPDK2006080403","Residential Pool Deck","6361 SE HARBOR CIR, STUART FL 34996-1921","DONE","2006080403-RENEWED 03/30/07","CONCRETE WITH CAST STONE POOL DECK & WALKWAY",,"T87968",
"06/21/2006","BPDK2006070920","Residential Pool Deck","4239 SE WHITICAR WAY, STUART FL 34997-6141","Closed-CH 2019-45",,"PAVER POOL DECK ONLY",,"T87289",
"06/16/2006","BPDK2006060608","Residential Pool Deck","3121 SE FAIRWAY WEST, STUART FL 34997-6025","DONE",,"FOOTERS ONLY",,"T87109",
"06/15/2006","BPDK2006070869","Residential Pool Deck","6719 SE SOUTH MARINA WAY, STUART FL 34996-1993","DONE",,"REPLACE EXISTING POOL DECK",,"T87080",
"06/02/2006","BPDK2006070350","Residential Pool Deck","19100 SE REACH ISLAND LN, JUPITER FL 33458-1125","DONE",,"POOL DECK",,"T86593",
"06/02/2006","BPDKT86575","Residential Pool Deck","6166 SE MORNING DOVE WAY, HOBE SOUND FL 33455-8024","VOID",,"POOL PAVER DECK",,"T86575",
"05/26/2006","BPDK2006060113","Residential Pool Deck","3231 SE ST LUCIE BLVD, STUART FL 34997-5427","Closed-Certificate Issued",,"PERMIT RENEWED 2-19-19 (30 DAYS)FINISH POOL DECK THAT WAS PERMITTED UNDER ORIGINAL PLANS FOR PERMIT BRA 2005040509.  DECK IS 3/4 'S POURED WE JUST NEED TO FINISH FINAL 1/4.",,"T86251",
"05/24/2006","BPDK2006070394","Residential Pool Deck","10024 SE SANDPINE LN, HOBE SOUND FL 33455-6398","COND",,"Pool tracking #T86156",,"T86157",
"05/16/2006","BPDK2006050579","Residential Pool Deck","3889 SE QUANSET TER, FL","DONE","2006050579-RENEWED 03/01/07","PAVER DECK",,"T85776",
"05/01/2006","BPDK2006050040","Residential Pool Deck","6620 SE BROADMOOR LN, STUART FL 34997","Closed-CH 2019-45",,"POOL DECK FOOTERS ONLY",,"T85089",
"04/25/2006","BPDK2006060133","Residential Pool Deck","9373 SE SATURN ST, HOBE SOUND FL 33455-5529","DONE","-RENEWED 07/17/07","POOL DECK",,"T84894",
"04/24/2006","BPDKT84857","Residential Pool Deck","301 SE HARBOR POINT DR, STUART FL 34996-1375","CNCL",,"POOL PAVER DECK  MASTER PERMIT # 2004030122",,"T84857",
"04/19/2006","BPDK2006040697","Residential Pool Deck","2995 NE LOQUAT LN, JENSEN BEACH FL 34957-5085","DONE",,"EXTEND EXISTING POOL DECK",,"T84663",
"04/10/2006","BPDK2006040922","Residential Pool Deck","2467 SW TRAILSIDE PATH, STUART FL 34997","DONE",,"CONCRETE POOL DECK",,"T84316",
"03/31/2006","BPDKT83908","Residential Pool Deck","10342 SE MARIGOLD CIR, HOBE SOUND FL 33455","VOID",,"POOL DECK POOL PERMIT # T83242/AFTER THE FACT",,"T83908",
"03/31/2006","BPDK2006031344","Residential Pool Deck","1329 NW LAKESIDE TRL, STUART FL 34994-9544","DONE",,"POOL DECK -CONCRETE FOOTERS",,"T83862",
"03/28/2006","BPDKT83703","Residential Pool Deck","19175 SE DANIEL LN, TEQUESTA FL 33469-1616","VOID",,"Pool Deck Only.  Swimming Pool tracking",,"T83703",
"03/22/2006","BPDKT83515","Residential Pool Deck","2700 SW SAN ANTONIO DR, PALM CITY FL 34990-5965","CNCL",,"pool deck only permit permit number 2006030614",,"T83515",
"03/22/2006","BPDK2006030963","Residential Pool Deck","5415 SW WILBUR AVE, PALM CITY FL 34990","DONE",,"BRICK PAVER DECK AROUND NEW POOL",,"T83490",
"03/21/2006","BPDKT83444","Residential Pool Deck","19175 SE DANIEL LN, TEQUESTA FL 33469-1616","VOID",,"Pool Deck Only",,"T83444",
"03/10/2006","BPDK2006031043","Residential Pool Deck","7565 SE JAMAICAN CT, HOBE SOUND FL 33455-3857","Closed-CH 2019-45",,"WOOD DECK EXTENSION",,"T83016",
"03/03/2006","BPDK2006030619","Residential Pool Deck","302 SW CASSINE CT, PALM CITY FL 34990-7628","Closed-CH 2019-45",,"SWIMMING POOL DECK.",,"T82695",
"02/24/2006","BPDK2006030240","Residential Pool Deck","525 SW HARBOR ST, STUART FL 34997-6225","DONE",,"PAVER DECK.",,"T82366",
"02/16/2006","BPDK2006020635","Residential Pool Deck","10376 SW FIDDLERS WAY, PALM CITY FL 34990-7812","Closed-CH 2019-45",,"PAVER POOL DECK",,"T82063",
"02/14/2006","BPDK2006020482","Residential Pool Deck","3918 SW RIVERS END WAY, PALM CITY FL 34990-7608","DONE",,"PERMIT RENEWED 5-22-15 (6 MONTHS RENEWAL) POUR FOOTER AND REPLACE PAVERS",,"T81860",
